"isin","coupon_serie_code","in_catalog"
"TRT140727T14","TP.TRT140727T14.ORAN","False"
"TRT140727T22","TP.TRT140727T22.ORAN","False"
"TRT070727A14","TP.TRT070727A14.ORAN","False"
"TRT070727K12","TP.TRT070727K12.ORAN","True"
"TRT070727T13","TP.TRT070727T13.ORAN","False"
"TRT070727T21","TP.TRT070727T21.ORAN","False"
"TRT070727K20","TP.TRT070727K20.ORAN","False"
"TRT160627T13","TP.TRT160627T13.ORAN","False"
"TRT160627T21","TP.TRT160627T21.ORAN","False"
"TRT160627A14","TP.TRT160627A14.ORAN","True"
"TRT160627K12","TP.TRT160627K12.ORAN","False"
"TRT160627K46","TP.TRT160627K46.ORAN","False"
"TRT090627A13","TP.TRT090627A13.ORAN","False"
"TRT090627K11","TP.TRT090627K11.ORAN","False"
"TRT090627T12","TP.TRT090627T12.ORAN","False"
"TRT090627T20","TP.TRT090627T20.ORAN","False"
"TRT090627K29","TP.TRT090627K29.ORAN","False"
"TRT090627K37","TP.TRT090627K37.ORAN","False"
"TRT090627K45","TP.TRT090627K45.ORAN","False"
"TRT090627K52","TP.TRT090627K52.ORAN","True"
"TRT020627K26","TP.TRT020627K26.ORAN","False"
"TRT190527K10","TP.TRT190527K10.ORAN","False"
"TRT190527K28","TP.TRT190527K28.ORAN","True"
"TRT190527K36","TP.TRT190527K36.ORAN","False"
"TRT120527K17","TP.TRT120527K17.ORAN","False"
"TRT050527T17","TP.TRT050527T17.ORAN","True"
"TRT050527T25","TP.TRT050527T25.ORAN","False"
"TRT050527K16","TP.TRT050527K16.ORAN","False"
"TRT050527A18","TP.TRT050527A18.ORAN","False"
"TRT050527K24","TP.TRT050527K24.ORAN","False"
"TRT050527A26","TP.TRT050527A26.ORAN","False"
"TRT050527K40","TP.TRT050527K40.ORAN","False"
"TRT050527T33","TP.TRT050527T33.ORAN","False"
"TRT050527T41","TP.TRT050527T41.ORAN","False"
"TRT210427K17","TP.TRT210427K17.ORAN","False"
"TRT210427K33","TP.TRT210427K33.ORAN","False"
"TRT210427K41","TP.TRT210427K41.ORAN","False"
"TRT140427K16","TP.TRT140427K16.ORAN","False"
"TRT140427K24","TP.TRT140427K24.ORAN","False"
"TRT070427K15","TP.TRT070427K15.ORAN","True"
"TRT070427K23","TP.TRT070427K23.ORAN","False"
"TRT170327K14","TP.TRT170327K14.ORAN","False"
"TRT170327K22","TP.TRT170327K22.ORAN","False"
"TRT170327K30","TP.TRT170327K30.ORAN","False"
"TRT170327K55","TP.TRT170327K55.ORAN","False"
"TRT170327K63","TP.TRT170327K63.ORAN","False"
"TRT170327K71","TP.TRT170327K71.ORAN","True"
"TRT100327K11","TP.TRT100327K11.ORAN","False"
"TRT100327K29","TP.TRT100327K29.ORAN","False"
"TRT100327K37","TP.TRT100327K37.ORAN","False"
"TRT100327K45","TP.TRT100327K45.ORAN","False"
"TRT030327K10","TP.TRT030327K10.ORAN","False"
"TRT240227A18","TP.TRT240227A18.ORAN","False"
"TRT240227K16","TP.TRT240227K16.ORAN","False"
"TRT240227T17","TP.TRT240227T17.ORAN","False"
"TRT240227T25","TP.TRT240227T25.ORAN","False"
"TRT170227K23","TP.TRT170227K23.ORAN","True"
"TRT170227K49","TP.TRT170227K49.ORAN","False"
"TRT100227K12","TP.TRT100227K12.ORAN","False"
"TRT100227A14","TP.TRT100227A14.ORAN","False"
"TRT100227K38","TP.TRT100227K38.ORAN","False"
"TRT100227T13","TP.TRT100227T13.ORAN","False"
"TRT100227T21","TP.TRT100227T21.ORAN","False"
"TRT200127K29","TP.TRT200127K29.ORAN","False"
"TRT200127K45","TP.TRT200127K45.ORAN","False"
"TRT200127K52","TP.TRT200127K52.ORAN","False"
"TRT130127A12","TP.TRT130127A12.ORAN","False"
"TRT130127K28","TP.TRT130127K28.ORAN","False"
"TRT130127T11","TP.TRT130127T11.ORAN","False"
"TRT130127T29","TP.TRT130127T29.ORAN","False"
"TRT130127K36","TP.TRT130127K36.ORAN","False"
"TRT130127K44","TP.TRT130127K44.ORAN","False"
"TRT130127K51","TP.TRT130127K51.ORAN","False"
"TRT060127K19","TP.TRT060127K19.ORAN","False"
"TRT060127K27","TP.TRT060127K27.ORAN","False"
"TRT161226K15","TP.TRT161226K15.ORAN","False"
"TRT161226K49","TP.TRT161226K49.ORAN","True"
"TRT091226K14","TP.TRT091226K14.ORAN","False"
"TRT091226K22","TP.TRT091226K22.ORAN","True"
"TRT091226K30","TP.TRT091226K30.ORAN","False"
"TRT091226K48","TP.TRT091226K48.ORAN","False"
"TRT091226K55","TP.TRT091226K55.ORAN","False"
"TRT021226K29","TP.TRT021226K29.ORAN","False"
"TRT181126K14","TP.TRT181126K14.ORAN","False"
"TRT181126K22","TP.TRT181126K22.ORAN","False"
"TRT181126K30","TP.TRT181126K30.ORAN","False"
"TRT111126K11","TP.TRT111126K11.ORAN","False"
"TRT041126K10","TP.TRT041126K10.ORAN","False"
"TRT041126A12","TP.TRT041126A12.ORAN","False"
"TRT041126T11","TP.TRT041126T11.ORAN","False"
"TRT041126T29","TP.TRT041126T29.ORAN","False"
"TRT041126K28","TP.TRT041126K28.ORAN","False"
"TRT041126K36","TP.TRT041126K36.ORAN","False"
"TRT041126K51","TP.TRT041126K51.ORAN","False"
"TRT211026K10","TP.TRT211026K10.ORAN","False"
"TRT211026K36","TP.TRT211026K36.ORAN","False"
"TRT211026K44","TP.TRT211026K44.ORAN","False"
"TRT141026K19","TP.TRT141026K19.ORAN","True"
"TRT141026K27","TP.TRT141026K27.ORAN","False"
"TRT141026K35","TP.TRT141026K35.ORAN","False"
"TRT071026K18","TP.TRT071026K18.ORAN","False"
"TRT071026K26","TP.TRT071026K26.ORAN","False"
"TRT160926K10","TP.TRT160926K10.ORAN","False"
"TRT160926K28","TP.TRT160926K28.ORAN","False"
"TRT160926K36","TP.TRT160926K36.ORAN","False"
"TRT160926K51","TP.TRT160926K51.ORAN","False"
"TRT160926K69","TP.TRT160926K69.ORAN","False"
"TRT160926K77","TP.TRT160926K77.ORAN","False"
"TRT090926K19","TP.TRT090926K19.ORAN","False"
"TRT090926K27","TP.TRT090926K27.ORAN","False"
"TRT090926K35","TP.TRT090926K35.ORAN","False"
"TRT090926K43","TP.TRT090926K43.ORAN","False"
"TRT020926A18","TP.TRT020926A18.ORAN","False"
"TRT020926K16","TP.TRT020926K16.ORAN","False"
"TRT020926T17","TP.TRT020926T17.ORAN","False"
"TRT020926T25","TP.TRT020926T25.ORAN","False"
"TRT020926K24","TP.TRT020926K24.ORAN","True"
"TRT260826K19","TP.TRT260826K19.ORAN","False"
"TRT190826A10","TP.TRT190826A10.ORAN","False"
"TRT190826K18","TP.TRT190826K18.ORAN","False"
"TRT190826T19","TP.TRT190826T19.ORAN","False"
"TRT190826T27","TP.TRT190826T27.ORAN","True"
"TRT190826K34","TP.TRT190826K34.ORAN","False"
"TRT190826K59","TP.TRT190826K59.ORAN","False"
"TRT120826K15","TP.TRT120826K15.ORAN","False"
"TRT120826T16","TP.TRT120826T16.ORAN","True"
"TRT120826T24","TP.TRT120826T24.ORAN","False"
"TRT120826A17","TP.TRT120826A17.ORAN","False"
"TRT120826K31","TP.TRT120826K31.ORAN","False"
"TRT120826K49","TP.TRT120826K49.ORAN","False"
"TRT220726K22","TP.TRT220726K22.ORAN","False"
"TRT220726K48","TP.TRT220726K48.ORAN","False"
"TRT220726K55","TP.TRT220726K55.ORAN","False"
"TRT220726F11","TP.TRT220726F11.ORAN","True"
"TRT150726K21","TP.TRT150726K21.ORAN","False"
"TRT150726K39","TP.TRT150726K39.ORAN","False"
"TRT150726K47","TP.TRT150726K47.ORAN","False"
"TRT150726K54","TP.TRT150726K54.ORAN","False"
"TRT080726K12","TP.TRT080726K12.ORAN","False"
"TRT080726A14","TP.TRT080726A14.ORAN","False"
"TRT080726K20","TP.TRT080726K20.ORAN","True"
"TRT080726T13","TP.TRT080726T13.ORAN","False"
"TRT080726T21","TP.TRT080726T21.ORAN","False"
"TRT080726K38","TP.TRT080726K38.ORAN","False"
"TRT170626K12","TP.TRT170626K12.ORAN","False"
"TRT170626K46","TP.TRT170626K46.ORAN","False"
"TRT100626K19","TP.TRT100626K19.ORAN","False"
"TRT100626K27","TP.TRT100626K27.ORAN","False"
"TRT100626K35","TP.TRT100626K35.ORAN","False"
"TRT100626K43","TP.TRT100626K43.ORAN","False"
"TRT100626K50","TP.TRT100626K50.ORAN","False"
"TRT030626K26","TP.TRT030626K26.ORAN","True"
"TRT220526F13","TP.TRT220526F13.ORAN","False"
"TRT200526K18","TP.TRT200526K18.ORAN","False"
"TRT200526K26","TP.TRT200526K26.ORAN","False"
"TRT200526K34","TP.TRT200526K34.ORAN","False"
"TRT200526T19","TP.TRT200526T19.ORAN","False"
"TRT200526T27","TP.TRT200526T27.ORAN","False"
"TRT200526A10","TP.TRT200526A10.ORAN","False"
"TRT200526K42","TP.TRT200526K42.ORAN","False"
"TRT200526K59","TP.TRT200526K59.ORAN","False"
"TRT130526K17","TP.TRT130526K17.ORAN","False"
"TRT130526F14","TP.TRT130526F14.ORAN","False"
"TRT060526K16","TP.TRT060526K16.ORAN","False"
"TRT060526K24","TP.TRT060526K24.ORAN","False"
"TRT060526K32","TP.TRT060526K32.ORAN","False"
"TRT060526K57","TP.TRT060526K57.ORAN","False"
"TRT220426K17","TP.TRT220426K17.ORAN","False"
"TRT220426K33","TP.TRT220426K33.ORAN","False"
"TRT220426K41","TP.TRT220426K41.ORAN","False"
"TRT150426K16","TP.TRT150426K16.ORAN","False"
"TRT150426K24","TP.TRT150426K24.ORAN","False"
"TRT150426K32","TP.TRT150426K32.ORAN","False"
"TRT150426F13","TP.TRT150426F13.ORAN","False"
"TRT080426K15","TP.TRT080426K15.ORAN","False"
"TRT080426K23","TP.TRT080426K23.ORAN","False"
"TRT080426K31","TP.TRT080426K31.ORAN","False"
"TRT080426A17","TP.TRT080426A17.ORAN","False"
"TRT080426K49","TP.TRT080426K49.ORAN","False"
"TRT080426T16","TP.TRT080426T16.ORAN","False"
"TRT080426T24","TP.TRT080426T24.ORAN","False"
"TRT180326K14","TP.TRT180326K14.ORAN","False"
"TRT180326K22","TP.TRT180326K22.ORAN","False"
"TRT180326K30","TP.TRT180326K30.ORAN","False"
"TRT180326K55","TP.TRT180326K55.ORAN","False"
"TRT180326K63","TP.TRT180326K63.ORAN","False"
"TRT180326K71","TP.TRT180326K71.ORAN","False"
"TRT110326K11","TP.TRT110326K11.ORAN","False"
"TRT110326K29","TP.TRT110326K29.ORAN","False"
"TRT110326K37","TP.TRT110326K37.ORAN","False"
"TRT110326K45","TP.TRT110326K45.ORAN","False"
"TRT040326K10","TP.TRT040326K10.ORAN","False"
"TRT040326K28","TP.TRT040326K28.ORAN","False"
"TRT250226K16","TP.TRT250226K16.ORAN","False"
"TRT180226K15","TP.TRT180226K15.ORAN","False"
"TRT180226K31","TP.TRT180226K31.ORAN","False"
"TRT180226K49","TP.TRT180226K49.ORAN","False"
"TRT180226T16","TP.TRT180226T16.ORAN","False"
"TRT180226T24","TP.TRT180226T24.ORAN","False"
"TRT180226A17","TP.TRT180226A17.ORAN","False"
"TRT180226K56","TP.TRT180226K56.ORAN","False"
"TRT180226K72","TP.TRT180226K72.ORAN","False"
"TRT110226A14","TP.TRT110226A14.ORAN","False"
"TRT110226K12","TP.TRT110226K12.ORAN","False"
"TRT110226T13","TP.TRT110226T13.ORAN","False"
"TRT110226T21","TP.TRT110226T21.ORAN","False"
"TRT110226K20","TP.TRT110226K20.ORAN","False"
"TRT110226K46","TP.TRT110226K46.ORAN","False"
"TRT110226K53","TP.TRT110226K53.ORAN","False"
"TRT040226F18","TP.TRT040226F18.ORAN","False"
"TRT210126K29","TP.TRT210126K29.ORAN","False"
"TRT210126K45","TP.TRT210126K45.ORAN","False"
"TRT210126K52","TP.TRT210126K52.ORAN","False"
"TRT140126A12","TP.TRT140126A12.ORAN","False"
"TRT140126K10","TP.TRT140126K10.ORAN","False"
"TRT140126T11","TP.TRT140126T11.ORAN","False"
"TRT140126T29","TP.TRT140126T29.ORAN","False"
"TRT140126A20","TP.TRT140126A20.ORAN","False"
"TRT140126K36","TP.TRT140126K36.ORAN","False"
"TRT140126T37","TP.TRT140126T37.ORAN","False"
"TRT140126T45","TP.TRT140126T45.ORAN","False"
"TRT140126K44","TP.TRT140126K44.ORAN","False"
"TRT140126K51","TP.TRT140126K51.ORAN","False"
"TRT140126K69","TP.TRT140126K69.ORAN","False"
"TRT140126K77","TP.TRT140126K77.ORAN","False"
"TRT070126K19","TP.TRT070126K19.ORAN","False"
"TRT070126K27","TP.TRT070126K27.ORAN","False"
"TRT070126K35","TP.TRT070126K35.ORAN","False"
"TRT070126K43","TP.TRT070126K43.ORAN","False"
"TRT171225K15","TP.TRT171225K15.ORAN","False"
"TRT171225K49","TP.TRT171225K49.ORAN","False"
"TRT101225K12","TP.TRT101225K12.ORAN","False"
"TRT101225K20","TP.TRT101225K20.ORAN","False"
"TRT101225K38","TP.TRT101225K38.ORAN","False"
"TRT101225K46","TP.TRT101225K46.ORAN","False"
"TRT101225K53","TP.TRT101225K53.ORAN","False"
"TRT031225K29","TP.TRT031225K29.ORAN","False"
"TRT191125K14","TP.TRT191125K14.ORAN","False"
"TRT191125K22","TP.TRT191125K22.ORAN","False"
"TRT191125K30","TP.TRT191125K30.ORAN","False"
"TRT191125K48","TP.TRT191125K48.ORAN","False"
"TRT191125K55","TP.TRT191125K55.ORAN","False"
"TRT121125K11","TP.TRT121125K11.ORAN","False"
"TRT051125K10","TP.TRT051125K10.ORAN","False"
"TRT051125K28","TP.TRT051125K28.ORAN","False"
"TRT051125K36","TP.TRT051125K36.ORAN","False"
"TRT051125K51","TP.TRT051125K51.ORAN","False"
"TRT221025K10","TP.TRT221025K10.ORAN","False"
"TRT221025K36","TP.TRT221025K36.ORAN","False"
"TRT221025K44","TP.TRT221025K44.ORAN","False"
"TRT151025K19","TP.TRT151025K19.ORAN","False"
"TRT151025K27","TP.TRT151025K27.ORAN","False"
"TRT151025K35","TP.TRT151025K35.ORAN","False"
"TRT151025K43","TP.TRT151025K43.ORAN","False"
"TRT081025K18","TP.TRT081025K18.ORAN","False"
"TRT081025K26","TP.TRT081025K26.ORAN","False"
"TRT081025K34","TP.TRT081025K34.ORAN","False"
"TRT081025K42","TP.TRT081025K42.ORAN","False"
"TRT011025A17","TP.TRT011025A17.ORAN","False"
"TRT011025K15","TP.TRT011025K15.ORAN","False"
"TRT011025T16","TP.TRT011025T16.ORAN","False"
"TRT011025T24","TP.TRT011025T24.ORAN","False"
"TRT170925K10","TP.TRT170925K10.ORAN","False"
"TRT170925K28","TP.TRT170925K28.ORAN","False"
"TRT170925K36","TP.TRT170925K36.ORAN","False"
"TRT170925K51","TP.TRT170925K51.ORAN","False"
"TRT170925K69","TP.TRT170925K69.ORAN","False"
"TRT170925K77","TP.TRT170925K77.ORAN","False"
"TRT100925K17","TP.TRT100925K17.ORAN","False"
"TRT100925K25","TP.TRT100925K25.ORAN","False"
"TRT100925K33","TP.TRT100925K33.ORAN","False"
"TRT100925K41","TP.TRT100925K41.ORAN","False"
"TRT030925K16","TP.TRT030925K16.ORAN","False"
"TRT030925K24","TP.TRT030925K24.ORAN","False"
"TRT270825K19","TP.TRT270825K19.ORAN","False"
"TRT220825F11","TP.TRT220825F11.ORAN","False"
"TRT200825K16","TP.TRT200825K16.ORAN","False"
"TRT200825K32","TP.TRT200825K32.ORAN","False"
"TRT200825K40","TP.TRT200825K40.ORAN","False"
"TRT200825K57","TP.TRT200825K57.ORAN","False"
"TRT200825K73","TP.TRT200825K73.ORAN","False"
"TRT130825K15","TP.TRT130825K15.ORAN","False"
"TRT130825K23","TP.TRT130825K23.ORAN","False"
"TRT130825K49","TP.TRT130825K49.ORAN","False"
"TRT130825K56","TP.TRT130825K56.ORAN","False"
"TRT080825F19","TP.TRT080825F19.ORAN","False"
"TRT060825T15","TP.TRT060825T15.ORAN","False"
"TRT060825T23","TP.TRT060825T23.ORAN","False"
"TRT060825K22","TP.TRT060825K22.ORAN","False"
"TRT060825A16","TP.TRT060825A16.ORAN","False"
"TRT230725K22","TP.TRT230725K22.ORAN","False"
"TRT230725F11","TP.TRT230725F11.ORAN","False"
"TRT230725K48","TP.TRT230725K48.ORAN","False"
"TRT230725K55","TP.TRT230725K55.ORAN","False"
"TRT160725K13","TP.TRT160725K13.ORAN","False"
"TRT160725K39","TP.TRT160725K39.ORAN","False"
"TRT160725K47","TP.TRT160725K47.ORAN","False"
"TRT160725K54","TP.TRT160725K54.ORAN","False"
"TRT090725K12","TP.TRT090725K12.ORAN","False"
"TRT090725K20","TP.TRT090725K20.ORAN","False"
"TRT090725K38","TP.TRT090725K38.ORAN","False"
"TRT020725T10","TP.TRT020725T10.ORAN","False"
"TRT020725T28","TP.TRT020725T28.ORAN","False"
"TRT020725K27","TP.TRT020725K27.ORAN","False"
"TRT020725A11","TP.TRT020725A11.ORAN","False"
"TRT180625K20","TP.TRT180625K20.ORAN","False"
"TRT110625K19","TP.TRT110625K19.ORAN","False"
"TRT110625K27","TP.TRT110625K27.ORAN","False"
"TRT110625K35","TP.TRT110625K35.ORAN","False"
"TRT110625K43","TP.TRT110625K43.ORAN","False"
"TRT110625K50","TP.TRT110625K50.ORAN","False"
"TRT040625K26","TP.TRT040625K26.ORAN","False"
"TRT210525K18","TP.TRT210525K18.ORAN","False"
"TRT210525K26","TP.TRT210525K26.ORAN","False"
"TRT210525K34","TP.TRT210525K34.ORAN","False"
"TRT210525K42","TP.TRT210525K42.ORAN","False"
"TRT210525K59","TP.TRT210525K59.ORAN","False"
"TRT140525K17","TP.TRT140525K17.ORAN","False"
"TRT070525K16","TP.TRT070525K16.ORAN","False"
"TRT070525K24","TP.TRT070525K24.ORAN","False"
"TRT070525K32","TP.TRT070525K32.ORAN","False"
"TRT230425K17","TP.TRT230425K17.ORAN","False"
"TRT230425K33","TP.TRT230425K33.ORAN","False"
"TRT230425K41","TP.TRT230425K41.ORAN","False"
"TRT160425A18","TP.TRT160425A18.ORAN","False"
"TRT160425K16","TP.TRT160425K16.ORAN","False"
"TRT160425T17","TP.TRT160425T17.ORAN","False"
"TRT160425T25","TP.TRT160425T25.ORAN","False"
"TRT160425K32","TP.TRT160425K32.ORAN","False"
"TRT160425K40","TP.TRT160425K40.ORAN","False"
"TRT160425K57","TP.TRT160425K57.ORAN","False"
"TRT160425K65","TP.TRT160425K65.ORAN","False"
"TRT090425K15","TP.TRT090425K15.ORAN","False"
"TRT090425K23","TP.TRT090425K23.ORAN","False"
"TRT090425K31","TP.TRT090425K31.ORAN","False"
"TRT020425K12","TP.TRT020425K12.ORAN","False"
"TRT190325K14","TP.TRT190325K14.ORAN","False"
"TRT190325K22","TP.TRT190325K22.ORAN","False"
"TRT190325K30","TP.TRT190325K30.ORAN","False"
"TRT190325K55","TP.TRT190325K55.ORAN","False"
"TRT120325A13","TP.TRT120325A13.ORAN","False"
"TRT120325K11","TP.TRT120325K11.ORAN","False"
"TRT120325T12","TP.TRT120325T12.ORAN","False"
"TRT120325T20","TP.TRT120325T20.ORAN","False"
"TRT120325K29","TP.TRT120325K29.ORAN","False"
"TRT120325K37","TP.TRT120325K37.ORAN","False"
"TRT120325K45","TP.TRT120325K45.ORAN","False"
"TRT050325K10","TP.TRT050325K10.ORAN","False"
"TRT050325K28","TP.TRT050325K28.ORAN","False"
"TRT260225K16","TP.TRT260225K16.ORAN","False"
"TRT190225K15","TP.TRT190225K15.ORAN","False"
"TRT190225K31","TP.TRT190225K31.ORAN","False"
"TRT190225K49","TP.TRT190225K49.ORAN","False"
"TRT190225K56","TP.TRT190225K56.ORAN","False"
"TRT190225K72","TP.TRT190225K72.ORAN","False"
"TRT120225K12","TP.TRT120225K12.ORAN","False"
"TRT120225K20","TP.TRT120225K20.ORAN","False"
"TRT120225K46","TP.TRT120225K46.ORAN","False"
"TRT050225K29","TP.TRT050225K29.ORAN","False"
"TRT220125K29","TP.TRT220125K29.ORAN","False"
"TRT220125K45","TP.TRT220125K45.ORAN","False"
"TRT220125K52","TP.TRT220125K52.ORAN","False"
"TRT150125K10","TP.TRT150125K10.ORAN","False"
"TRT150125K44","TP.TRT150125K44.ORAN","False"
"TRT150125K51","TP.TRT150125K51.ORAN","False"
"TRT150125K69","TP.TRT150125K69.ORAN","False"
"TRT080125K19","TP.TRT080125K19.ORAN","False"
"TRT080125K27","TP.TRT080125K27.ORAN","False"
"TRT010125K24","TP.TRT010125K24.ORAN","False"
"TRT181224K23","TP.TRT181224K23.ORAN","False"
"TRT111224K12","TP.TRT111224K12.ORAN","False"
"TRT111224K20","TP.TRT111224K20.ORAN","False"
"TRT111224K38","TP.TRT111224K38.ORAN","False"
"TRT041224T12","TP.TRT041224T12.ORAN","False"
"TRT041224T20","TP.TRT041224T20.ORAN","False"
"TRT041224A13","TP.TRT041224A13.ORAN","False"
"TRT041224K29","TP.TRT041224K29.ORAN","False"
"TRT041224K37","TP.TRT041224K37.ORAN","False"
"TRT201124K12","TP.TRT201124K12.ORAN","False"
"TRT201124K20","TP.TRT201124K20.ORAN","False"
"TRT201124K38","TP.TRT201124K38.ORAN","False"
"TRT201124K46","TP.TRT201124K46.ORAN","False"
"TRT201124K53","TP.TRT201124K53.ORAN","False"
"TRT131124K11","TP.TRT131124K11.ORAN","False"
"TRT061124K28","TP.TRT061124K28.ORAN","False"
"TRT061124K36","TP.TRT061124K36.ORAN","False"
"TRT061124K44","TP.TRT061124K44.ORAN","False"
"TRT231024K10","TP.TRT231024K10.ORAN","False"
"TRT231024K36","TP.TRT231024K36.ORAN","False"
"TRT231024K44","TP.TRT231024K44.ORAN","False"
"TRT161024K19","TP.TRT161024K19.ORAN","False"
"TRT161024K35","TP.TRT161024K35.ORAN","False"
"TRT161024K43","TP.TRT161024K43.ORAN","False"
"TRT161024K50","TP.TRT161024K50.ORAN","False"
"TRT161024K68","TP.TRT161024K68.ORAN","False"
"TRT091024K18","TP.TRT091024K18.ORAN","False"
"TRT091024K26","TP.TRT091024K26.ORAN","False"
"TRT021024K15","TP.TRT021024K15.ORAN","False"
"TRT180924A12","TP.TRT180924A12.ORAN","False"
"TRT180924K10","TP.TRT180924K10.ORAN","False"
"TRT180924T11","TP.TRT180924T11.ORAN","False"
"TRT180924T29","TP.TRT180924T29.ORAN","False"
"TRT180924K28","TP.TRT180924K28.ORAN","False"
"TRT180924K36","TP.TRT180924K36.ORAN","False"
"TRT180924K44","TP.TRT180924K44.ORAN","False"
"TRT110924K17","TP.TRT110924K17.ORAN","False"
"TRT110924K25","TP.TRT110924K25.ORAN","False"
"TRT040924K16","TP.TRT040924K16.ORAN","False"
"TRT040924K24","TP.TRT040924K24.ORAN","False"
"TRT280824K19","TP.TRT280824K19.ORAN","False"
"TRT210824K16","TP.TRT210824K16.ORAN","False"
"TRT210824K32","TP.TRT210824K32.ORAN","False"
"TRT210824K40","TP.TRT210824K40.ORAN","False"
"TRT210824K57","TP.TRT210824K57.ORAN","False"
"TRT210824K73","TP.TRT210824K73.ORAN","False"
"TRT140824K15","TP.TRT140824K15.ORAN","False"
"TRT140824K23","TP.TRT140824K23.ORAN","False"
"TRT090824F19","TP.TRT090824F19.ORAN","False"
"TRT070824K22","TP.TRT070824K22.ORAN","False"
"TRT240724A16","TP.TRT240724A16.ORAN","False"
"TRT240724K14","TP.TRT240724K14.ORAN","False"
"TRT240724T15","TP.TRT240724T15.ORAN","False"
"TRT240724T23","TP.TRT240724T23.ORAN","False"
"TRT240724K30","TP.TRT240724K30.ORAN","False"
"TRT240724K55","TP.TRT240724K55.ORAN","False"
"TRT240724K63","TP.TRT240724K63.ORAN","False"
"TRT170724K13","TP.TRT170724K13.ORAN","False"
"TRT170724T14","TP.TRT170724T14.ORAN","False"
"TRT170724T22","TP.TRT170724T22.ORAN","False"
"TRT170724K47","TP.TRT170724K47.ORAN","False"
"TRT170724A15","TP.TRT170724A15.ORAN","False"
"TRT170724K54","TP.TRT170724K54.ORAN","False"
"TRT170724K62","TP.TRT170724K62.ORAN","False"
"TRT170724K70","TP.TRT170724K70.ORAN","False"
"TRT100724K10","TP.TRT100724K10.ORAN","False"
"TRT100724K28","TP.TRT100724K28.ORAN","False"
"TRT030724K27","TP.TRT030724K27.ORAN","False"
"TRT190624K20","TP.TRT190624K20.ORAN","False"
"TRT120624K19","TP.TRT120624K19.ORAN","False"
"TRT120624K27","TP.TRT120624K27.ORAN","False"
"TRT050624A10","TP.TRT050624A10.ORAN","False"
"TRT050624K18","TP.TRT050624K18.ORAN","False"
"TRT050624T19","TP.TRT050624T19.ORAN","False"
"TRT050624T27","TP.TRT050624T27.ORAN","False"
"TRT050624K42","TP.TRT050624K42.ORAN","False"
"TRT050624K59","TP.TRT050624K59.ORAN","False"
"TRT240524F13","TP.TRT240524F13.ORAN","False"
"TRT220524K18","TP.TRT220524K18.ORAN","False"
"TRT220524K26","TP.TRT220524K26.ORAN","False"
"TRT220524K34","TP.TRT220524K34.ORAN","False"
"TRT220524K42","TP.TRT220524K42.ORAN","False"
"TRT150524K17","TP.TRT150524K17.ORAN","False"
"TRT080524A18","TP.TRT080524A18.ORAN","False"
"TRT080524K16","TP.TRT080524K16.ORAN","False"
"TRT080524T17","TP.TRT080524T17.ORAN","False"
"TRT080524T25","TP.TRT080524T25.ORAN","False"
"TRT080524K32","TP.TRT080524K32.ORAN","False"
"TRT080524K40","TP.TRT080524K40.ORAN","False"
"TRT080524K57","TP.TRT080524K57.ORAN","False"
"TRT240424K17","TP.TRT240424K17.ORAN","False"
"TRT240424K33","TP.TRT240424K33.ORAN","False"
"TRT170424K16","TP.TRT170424K16.ORAN","False"
"TRT170424K32","TP.TRT170424K32.ORAN","False"
"TRT170424K40","TP.TRT170424K40.ORAN","False"
"TRT170424K57","TP.TRT170424K57.ORAN","False"
"TRT170424A18","TP.TRT170424A18.ORAN","False"
"TRT170424K65","TP.TRT170424K65.ORAN","False"
"TRT170424T17","TP.TRT170424T17.ORAN","False"
"TRT170424T25","TP.TRT170424T25.ORAN","False"
"TRT170424K73","TP.TRT170424K73.ORAN","False"
"TRT170424K81","TP.TRT170424K81.ORAN","False"
"TRT100424K13","TP.TRT100424K13.ORAN","False"
"TRT100424K21","TP.TRT100424K21.ORAN","False"
"TRT030424K12","TP.TRT030424K12.ORAN","False"
"TRT200324A14","TP.TRT200324A14.ORAN","False"
"TRT200324K12","TP.TRT200324K12.ORAN","False"
"TRT200324K20","TP.TRT200324K20.ORAN","False"
"TRT200324T13","TP.TRT200324T13.ORAN","False"
"TRT200324T21","TP.TRT200324T21.ORAN","False"
"TRT200324K38","TP.TRT200324K38.ORAN","False"
"TRT200324K46","TP.TRT200324K46.ORAN","False"
"TRT200324K53","TP.TRT200324K53.ORAN","False"
"TRT130324K11","TP.TRT130324K11.ORAN","False"
"TRT130324K29","TP.TRT130324K29.ORAN","False"
"TRT060324K10","TP.TRT060324K10.ORAN","False"
"TRT060324K28","TP.TRT060324K28.ORAN","False"
"TRT280224K15","TP.TRT280224K15.ORAN","False"
"TRT210224K12","TP.TRT210224K12.ORAN","False"
"TRT210224K38","TP.TRT210224K38.ORAN","False"
"TRT210224K46","TP.TRT210224K46.ORAN","False"
"TRT140224K11","TP.TRT140224K11.ORAN","False"
"TRT140224K29","TP.TRT140224K29.ORAN","False"
"TRT070224K28","TP.TRT070224K28.ORAN","False"
"TRT020224F12","TP.TRT020224F12.ORAN","False"
"TRT240124K10","TP.TRT240124K10.ORAN","False"
"TRT240124K36","TP.TRT240124K36.ORAN","False"
"TRT240124K51","TP.TRT240124K51.ORAN","False"
"TRT170124K19","TP.TRT170124K19.ORAN","False"
"TRT170124K43","TP.TRT170124K43.ORAN","False"
